"","Belgium","Finland","France","Germany","Ireland","Israel","Italy","Luxembourg","Malta","Monaco","Norway","Portugal","Spain","Sweden","Switzerland","The.Netherlands","Turkey","United.Kingdom","Yugoslavia","Austria","Greece","Denmark","Morocco","Cyprus","Iceland","Bosnia...Herzegovina","Croatia","Slovenia","Estonia","Hungary","Lithuania","Poland","Romania","Russia","Slovakia","F.Y.R..Macedonia","Latvia","Ukraine","Albania","Serbia...Montenegro","Andorra","Belarus","Moldova","Bulgaria","Armenia","Georgia","Serbia","Czech.Republic","Montenegro","Azerbaijan","San.Marino","Australia","Macedonia","Netherlands"
"Moldova",0.0694444444444444,0.0691691666666607,0.0694444444444444,0.0666666666666667,0.0444444444444444,0.0694444444444444,0.0666666666666667,0,0.0666666666666667,0,0.0440024999999904,0,0.0583333333333333,0.0583333333333333,0.0444444444444444,0.0583333333333333,0,0.0583333333333333,0,0.0581691666666631,0.0691691666666607,0.0664469444444397,0,0.066005833333319,0.0666666666666667,0,0.0583333333333333,0.0581691666666631,0.0694444444444444,0.0583333333333333,0.0583333333333333,0.0664469444444397,0,0,0,0.0666666666666667,0.0444444444444444,0.0694444444444444,0.113888888888889,0,0,0.0666666666666667,0,0.0583333333333333,0.0666666666666667,0.0583333333333333,0.0688933333333214,0.0691691666666607,0.0663358333333262,0.0580044444444374,0.0444444444444444,0.0688933333333214,0,0
"Armenia",0.0694444444444444,0.0666666666666667,0.0583333333333333,0.0666666666666667,0.0662266666666572,0.044335833333331,0.0583333333333333,0,0.0694444444444444,0,0.0666666666666667,0,0.0666666666666667,0.0664469444444397,0.0444444444444444,0.0666666666666667,0,0.0660044444444301,0,0.044335833333331,0.0694444444444444,0.0694444444444444,0,0.0444444444444444,0.0664469444444397,0,0.0583333333333333,0.0581691666666631,0.044226666666662,0.0666666666666667,0.0583333333333333,0.0664469444444397,0,0,0,0.0694444444444444,0.0662266666666572,0.0666666666666667,0.0666666666666667,0,0,0.0666666666666667,0.0666666666666667,0.0666666666666667,0,0.0579469444444361,0.0579469444444361,0.0694444444444444,0.0666666666666667,0.0666666666666667,0.0583333333333333,0.0666666666666667,0,0
"Czech Republic",0.0666666666666667,0.0581691666666631,0.0444444444444444,0.0666666666666667,0.0583333333333333,0.0666666666666667,0.044226666666662,0,0.0581691666666631,0,0.0694444444444444,0,0.0694444444444444,0.0666666666666667,0.0694444444444444,0.0666666666666667,0,0.0444444444444444,0,0.0666666666666667,0.0694444444444444,0.0666666666666667,0,0.099558055555546,0.0444444444444444,0,0.0666666666666667,0.0691691666666607,0.0694444444444444,0.0663358333333262,0.0583333333333333,0.0444444444444444,0,0,0,0.0688933333333214,0.0444444444444444,0.0666666666666667,0.0666666666666667,0,0,0.0583333333333333,0.0660044444444301,0.0663358333333262,0.0583333333333333,0.0583333333333333,0.0666666666666667,0,0.0666666666666667,0.0666666666666667,0.0583333333333333,0.0666666666666667,0,0
"Georgia",0.0694444444444444,0.0583333333333333,0.0666666666666667,0.0691691666666607,0.0583333333333333,0.0691691666666607,0.0666666666666667,0,0.0583333333333333,0,0.0663358333333262,0,0.0666666666666667,0.0694444444444444,0.0660044444444301,0.0694444444444444,0,0.0245024999999892,0,0.0691691666666607,0.0666666666666667,0.0666666666666667,0,0.0694444444444444,0.0581691666666631,0,0.0575599999999832,0.0666666666666667,0.0580044444444374,0.0666666666666667,0.0666666666666667,0.0666666666666667,0,0,0,0.0666666666666667,0.0666666666666667,0.0694444444444444,0.0666666666666667,0,0,0.0666666666666667,0.0666666666666667,0.0583333333333333,0.0583333333333333,0,0.0581691666666631,0.0664469444444397,0.0691691666666607,0.0579469444444361,0.0694444444444444,0.0666666666666667,0,0
"Montenegro",0.0694444444444444,0.0666666666666667,0.0444444444444444,0.0666666666666667,0.0583333333333333,0.0663358333333262,0.0666666666666667,0,0.0583333333333333,0,0.0583333333333333,0,0.0694444444444444,0.0691691666666607,0.0666666666666667,0.0575599999999832,0,0.0666666666666667,0,0.0663358333333262,0.0444444444444444,0.0666666666666667,0,0.0581691666666631,0.0444444444444444,0,0.0691691666666607,0.0691691666666607,0.0666666666666667,0.0660044444444301,0.0666666666666667,0.0444444444444444,0,0,0,0.0583333333333333,0.0583333333333333,0.0666666666666667,0.0666666666666667,0,0,0.0583333333333333,0.0666666666666667,0.0663358333333262,0.0666666666666667,0.0666666666666667,0.0662266666666572,0.0583333333333333,0,0.0666666666666667,0.0694444444444444,0.0666666666666667,0,0
"Serbia",0.0694444444444444,0.0694444444444444,0.0666666666666667,0.0694444444444444,0.0444444444444444,0.0694444444444444,0.0694444444444444,0,0.0666666666666667,0,0.099558055555546,0,0.0583333333333333,0.0666666666666667,0.0666666666666667,0.0664469444444397,0,0.0666666666666667,0,0.0580044444444374,0.0663358333333262,0.0444444444444444,0,0.0583333333333333,0.0666666666666667,0,0.0691691666666607,0.0663358333333262,0.0581691666666631,0.0580044444444374,0.0666666666666667,0.0663358333333262,0,0,0,0.0663358333333262,0.0694444444444444,0.0583333333333333,0.0579469444444361,0,0,0.113888888888889,0.0581691666666631,0.0664469444444397,0.0664469444444397,0.0666666666666667,0,0.0664469444444397,0.0666666666666667,0.0581691666666631,0.0444444444444444,0.0666666666666667,0,0
"Azerbaijan",0.0664469444444397,0.0583333333333333,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0444444444444444,0.0663358333333262,0,0.025,0,0.0666666666666667,0,0.0666666666666667,0.0581691666666631,0.0666666666666667,0.0581691666666631,0,0.0583333333333333,0,0.0694444444444444,0.0583333333333333,0.0694444444444444,0,0.0666666666666667,0.0583333333333333,0,0.0691691666666607,0.0583333333333333,0.0694444444444444,0.0583333333333333,0.0444444444444444,0.0666666666666667,0,0,0,0.0444444444444444,0.0694444444444444,0.0444444444444444,0.0663358333333262,0,0,0.0579469444444361,0.0691691666666607,0.0666666666666667,0.0694444444444444,0.0663358333333262,0.0664469444444397,0.0440024999999904,0.0666666666666667,0,0.0666666666666667,0.0581691666666631,0,0
"San Marino",0.0691691666666607,0.0583333333333333,0.0583333333333333,0.0694444444444444,0.0666666666666667,0.0663358333333262,0.0691691666666607,0,0.0666666666666667,0,0.0664469444444397,0,0.0440024999999904,0.0694444444444444,0.0444444444444444,0.0666666666666667,0,0.0691691666666607,0,0.0666666666666667,0.0666666666666667,0.0694444444444444,0,0.11272805555553,0.0662266666666572,0,0.0583333333333333,0.0664469444444397,0.0583333333333333,0.0249469444444433,0.0666666666666667,0.0694444444444444,0,0,0,0.0691691666666607,0.0694444444444444,0.0691691666666607,0.0583333333333333,0,0,0.0694444444444444,0.0583333333333333,0.0694444444444444,0.0691691666666607,0.0694444444444444,0.0694444444444444,0.0691691666666607,0.0444444444444444,0.0663358333333262,0,0.0664469444444397,0,0
"Australia",0.0581691666666631,0.0660044444444301,0.0694444444444444,0.0694444444444444,0.044335833333331,0.0583333333333333,0.0663358333333262,0,0.0444444444444444,0,0.0691691666666607,0,0.0583333333333333,0.0583333333333333,0.0666666666666667,0.0583333333333333,0,0.0691691666666607,0,0.0666666666666667,0.0666666666666667,0.0663358333333262,0,0.0445580555555581,0.025,0,0.0664469444444397,0.0663358333333262,0.0583333333333333,0.0691691666666607,0.0666666666666667,0.0694444444444444,0,0,0,0.0688933333333214,0.0444444444444444,0.0694444444444444,0.0580044444444374,0,0,0.0581691666666631,0.0660044444444301,0.0691691666666607,0.0691691666666607,0.0694444444444444,0.0444444444444444,0.0666666666666667,0.0691691666666607,0.0581691666666631,0.0666666666666667,0,0,0
"Macedonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
